word_pair,word1,word2,observed_freq,word1_freq,word2_freq,expected_freq,mutual_information,t_score,combined_score
management planning,management,planning,6,2596,771,0.313748,4.257282,2.321402,0.005199
health conditions,health,conditions,7,2495,1855,0.725499,3.270309,2.371538,0.005198
internal energy,internal,energy,6,916,2186,0.313883,4.256662,2.321347,0.005198
would induce,would,induce,6,14413,139,0.314045,4.25592,2.321281,0.005197
has earned,has,earned,6,19642,102,0.314057,4.255864,2.321277,0.005197
has manipulated,has,manipulated,6,19642,102,0.314057,4.255864,2.321277,0.005197
phosphate was,phosphate,was,7,129,35888,0.725707,3.269895,2.37146,0.005195
to socialise,to,socialise,6,182356,11,0.314438,4.254114,2.321121,0.005194
to posit,to,posit,6,182356,11,0.314438,4.254114,2.321121,0.005194
to glorify,to,glorify,6,182356,11,0.314438,4.254114,2.321121,0.005194
to furnish,to,furnish,6,182356,11,0.314438,4.254114,2.321121,0.005194
deferential to,deferential,to,6,11,182356,0.314438,4.254114,2.321121,0.005194
intermediaries or,intermediaries,or,6,93,21582,0.314628,4.253244,2.321043,0.005193
class young,class,young,6,2334,860,0.314646,4.253162,2.321036,0.005193
asian state,asian,state,6,453,4432,0.314717,4.252834,2.321007,0.005192
signifying that,signifying,that,6,26,77225,0.314741,4.252724,2.320997,0.005192
proclaimed that,proclaimed,that,6,26,77225,0.314741,4.252724,2.320997,0.005192
boys should,boys,should,6,269,7469,0.314947,4.251782,2.320913,0.005191
it fulfils,it,fulfils,6,49011,41,0.314992,4.251574,2.320895,0.005191
was sealed,was,sealed,6,35888,56,0.315036,4.251375,2.320877,0.005190
servant was,servant,was,6,56,35888,0.315036,4.251375,2.320877,0.005190
his mission,his,mission,6,12036,167,0.31508,4.251171,2.320859,0.005190
and mediumsized,and,mediumsized,6,182754,11,0.315124,4.250969,2.320841,0.005190
conjectures and,conjectures,and,6,11,182754,0.315124,4.250969,2.320841,0.005190
hodston and,hodston,and,6,11,182754,0.315124,4.250969,2.320841,0.005190
banners and,banners,and,6,11,182754,0.315124,4.250969,2.320841,0.005190
are overweight,are,overweight,6,41040,49,0.315229,4.250491,2.320798,0.005189
guardians are,guardians,are,6,49,41040,0.315229,4.250491,2.320798,0.005189
business requirements,business,requirements,6,2866,702,0.315381,4.249794,2.320736,0.005188
amoebae and,amoebae,and,9,37,182754,1.059964,3.08591,2.646679,0.005187
and predictability,and,predictability,9,182754,37,1.059964,3.08591,2.646679,0.005187
argument put,argument,put,6,1541,1306,0.315477,4.249354,2.320697,0.005187
crucial factors,crucial,factors,6,765,2631,0.315504,4.249232,2.320686,0.005187
been absorbed,been,absorbed,6,12665,159,0.315664,4.248501,2.320621,0.005186
were gathered,were,gathered,6,17515,115,0.315741,4.24815,2.320589,0.005185
simple past,simple,past,6,1293,1558,0.315783,4.247958,2.320572,0.005185
provide interesting,provide,interesting,6,2557,788,0.315849,4.247656,2.320545,0.005185
were justified,were,justified,8,17515,336,0.922512,3.116361,2.50227,0.005183
making changes,making,changes,7,2058,2253,0.726824,3.267677,2.371038,0.005183
enacted by,enacted,by,6,53,38073,0.316312,4.245543,2.320356,0.005181
elaborated by,elaborated,by,6,53,38073,0.316312,4.245543,2.320356,0.005181
cannot fully,cannot,fully,6,2455,822,0.316334,4.245442,2.320347,0.005181
greece was,greece,was,8,164,35888,0.922605,3.116215,2.502237,0.005180
social complexity,social,complexity,6,6473,312,0.316579,4.244323,2.320247,0.005179
national competition,national,competition,6,1878,1076,0.31676,4.2435,2.320173,0.005178
be exposed,be,exposed,20,56510,272,2.409444,3.053228,3.933368,0.005175
more chance,more,chance,11,17191,487,1.312359,3.067269,2.920934,0.005175
lobe is,lobe,is,9,63,107360,1.060243,3.085529,2.646586,0.005175
is universally,is,universally,9,107360,63,1.060243,3.085529,2.646586,0.005175
adjective is,adjective,is,9,63,107360,1.060243,3.085529,2.646586,0.005175
no correlation,no,correlation,7,8943,519,0.727567,3.266202,2.370757,0.005175
cannot give,cannot,give,7,2455,1891,0.727722,3.265895,2.370698,0.005173
sequences can,sequences,can,7,209,22213,0.72774,3.265861,2.370692,0.005173
is also,is,also,2295,107360,16522,278.053054,3.045062,42.102039,0.005172
for youngs,for,youngs,7,53993,86,0.727878,3.265587,2.370639,0.005172
d value,d,value,7,1120,4146,0.727897,3.265549,2.370632,0.005172
significant factors,significant,factors,9,2571,2631,1.060341,3.085397,2.646553,0.005171
enforce their,enforce,their,6,109,18599,0.317789,4.238822,2.319753,0.005171
permitted by,permitted,by,7,122,38073,0.728114,3.265118,2.37055,0.005169
includes three,includes,three,6,624,3251,0.317998,4.237874,2.319668,0.005169
will proceed,will,proceed,6,17495,116,0.318123,4.237308,2.319617,0.005168
will undermine,will,undermine,6,17495,116,0.318123,4.237308,2.319617,0.005168
these investments,these,investments,6,13011,156,0.318169,4.237097,2.319598,0.005168
historical period,historical,period,6,790,2570,0.318261,4.236682,2.31956,0.005168
through examining,through,examining,6,6703,303,0.318372,4.236179,2.319515,0.005167
help support,help,support,7,1941,2394,0.728404,3.264544,2.370441,0.005166
well illustrated,well,illustrated,6,4848,419,0.318419,4.235963,2.319496,0.005166
her she,her,she,41,6831,4627,4.954574,3.048791,5.62935,0.005165
myths would,myths,would,6,141,14413,0.318564,4.23531,2.319437,0.005165
degree price,degree,price,6,1075,1891,0.318656,4.234889,2.319399,0.005165
losing his,losing,his,6,169,12036,0.318854,4.233996,2.319318,0.005163
his letters,his,letters,6,12036,169,0.318854,4.233996,2.319318,0.005163
three members,three,members,7,3251,1430,0.728745,3.263869,2.370312,0.005162
history today,history,today,6,2476,822,0.31904,4.233154,2.319242,0.005162
their habitat,their,habitat,7,18599,250,0.728873,3.263615,2.370263,0.005161
about creating,about,creating,7,6335,734,0.728895,3.263571,2.370255,0.005161
a pluralistic,a,pluralistic,6,127246,16,0.319144,4.232683,2.3192,0.005161
a colleague,a,colleague,6,127246,16,0.319144,4.232683,2.3192,0.005161
a pygmy,a,pygmy,6,127246,16,0.319144,4.232683,2.3192,0.005161
a speedy,a,speedy,6,127246,16,0.319144,4.232683,2.3192,0.005161
a dahlin,a,dahlin,6,127246,16,0.319144,4.232683,2.3192,0.005161
adopts an,adopts,an,6,75,27148,0.31917,4.232567,2.319189,0.005161
strong moral,strong,moral,6,1587,1283,0.319173,4.232552,2.319188,0.005161
far short,far,short,6,1766,1153,0.319185,4.232497,2.319183,0.005161
rhetoric but,rhetoric,but,6,139,14650,0.319209,4.23239,2.319173,0.005161
many challenges,many,challenges,6,6858,297,0.319284,4.232053,2.319143,0.005160
was driven,was,driven,16,35888,342,1.923968,3.055915,3.519008,0.005159
function takes,function,takes,6,2125,959,0.319448,4.23131,2.319076,0.005159
became involved,became,involved,6,1237,1648,0.319558,4.230814,2.319031,0.005158
who stand,who,stand,6,6959,293,0.319622,4.230523,2.319005,0.005158
relationship f,relationship,f,6,2286,892,0.319642,4.230434,2.318997,0.005158
same goal,same,goal,6,4867,419,0.319667,4.23032,2.318986,0.005158
value of,value,of,1301,4146,242534,157.624774,3.045055,31.699333,0.005157
whole set,whole,set,7,1561,2980,0.729192,3.262985,2.370143,0.005157
increasing customer,increasing,customer,6,1669,1222,0.319705,4.230147,2.318971,0.005157
is uttered,is,uttered,6,107360,19,0.319756,4.229919,2.31895,0.005157
increased resistance,increased,resistance,6,2426,841,0.319823,4.229618,2.318923,0.005157
initiation of,initiation,of,18,57,242534,2.167055,3.054189,3.731861,0.005156
life support,life,support,11,3498,2394,1.312703,3.066891,2.92083,0.005156
how lay,how,lay,6,6298,324,0.319868,4.229416,2.318904,0.005156
numbers of,numbers,of,259,825,242534,31.365277,3.045712,14.144533,0.005154
theories are,theories,are,60,1128,41040,7.256697,3.047578,6.809131,0.005152
time depending,time,depending,7,8800,529,0.729728,3.261925,2.36994,0.005152
this regard,this,regard,37,53108,537,4.470507,3.049015,5.347816,0.005150
it grows,it,grows,7,49011,95,0.72986,3.261663,2.36989,0.005150
much confidence,much,confidence,6,4158,492,0.32068,4.225755,2.318573,0.005150
configured as,configured,as,6,31,66042,0.320926,4.224651,2.318472,0.005149
my head,my,head,6,2999,683,0.321085,4.223936,2.318407,0.005148
council 2004,council,2004,6,655,3131,0.321475,4.222185,2.318248,0.005145
some improvements,some,improvements,6,8043,255,0.3215,4.222072,2.318238,0.005145
threatening but,threatening,but,6,140,14650,0.321505,4.222048,2.318236,0.005145
constant change,constant,change,7,1320,3530,0.730418,3.260562,2.369679,0.005144
are summarized,are,summarized,6,41040,50,0.321662,4.221345,2.318172,0.005144
nothing new,nothing,new,7,609,7653,0.730586,3.260228,2.369616,0.005142
profile 2,profile,2,6,374,5492,0.321977,4.219934,2.318043,0.005141
cell type,cell,type,6,1176,1747,0.32205,4.219608,2.318014,0.005141
based practice,based,practice,7,3108,1500,0.730794,3.259819,2.369537,0.005140
strong female,strong,female,6,1587,1295,0.322158,4.219121,2.317969,0.005140
impacted by,impacted,by,6,54,38073,0.32228,4.218576,2.317919,0.005139
public institutions,public,institutions,6,2337,880,0.322377,4.218142,2.31788,0.005138
certain functions,certain,functions,6,2469,833,0.322395,4.21806,2.317872,0.005138
complex enough,complex,enough,6,1463,1406,0.322442,4.217849,2.317853,0.005138
this compares,this,compares,8,53108,111,0.924071,3.113924,2.501719,0.005137
chosen method,chosen,method,6,744,2769,0.322937,4.215636,2.317651,0.005135
legality of,legality,of,13,41,242534,1.558759,3.060042,3.173229,0.005134
heights of,heights,of,13,41,242534,1.558759,3.060042,3.173229,0.005134
days following,days,following,6,743,2773,0.322969,4.215494,2.317638,0.005134
moral action,moral,action,6,1283,1606,0.322994,4.215382,2.317628,0.005134
fit approach,fit,approach,6,791,2605,0.323003,4.215342,2.317624,0.005134
rapidly over,rapidly,over,6,369,5590,0.323341,4.213834,2.317486,0.005132
the nineteenth,the,nineteenth,158,458820,266,19.13139,3.045911,11.047793,0.005131
how efficient,how,efficient,7,6298,741,0.731549,3.258329,2.369252,0.005131
own opinion,own,opinion,6,3276,630,0.323524,4.213016,2.317411,0.005130
authors own,authors,own,6,630,3276,0.323524,4.213016,2.317411,0.005130
grows at,grows,at,6,95,21726,0.323538,4.212953,2.317406,0.005130
will encounter,will,encounter,6,17495,118,0.323607,4.212646,2.317378,0.005130
their defeat,their,defeat,6,18599,111,0.32362,4.212591,2.317373,0.005130
are expected,are,expected,79,41040,1486,9.559798,3.046801,7.812633,0.005129
can trigger,can,trigger,6,22213,93,0.323827,4.211668,2.317288,0.005128
period 9,period,9,6,2570,804,0.323901,4.21134,2.317258,0.005128
time course,time,course,11,8800,952,1.313234,3.066307,2.92067,0.005126
view towards,view,towards,7,2278,2050,0.732032,3.257376,2.369069,0.005126
social conflict,social,conflict,9,6473,1046,1.061353,3.08402,2.646216,0.005125
through reflection,through,reflection,6,6703,309,0.324676,4.20789,2.316941,0.005122
supplies from,supplies,from,7,169,27649,0.732468,3.256517,2.368904,0.005121
bank 2004,bank,2004,6,662,3131,0.32491,4.206849,2.316846,0.005121
be happy,be,happy,17,56510,231,2.046255,3.054477,3.626816,0.005120
separate them,separate,them,7,695,6724,0.732546,3.256363,2.368875,0.005120
processes including,processes,including,6,1266,1638,0.325065,4.206163,2.316783,0.005120
2006 another,2006,another,7,1303,3587,0.732653,3.256153,2.368835,0.005119
zones are,zones,are,7,114,41040,0.73339,3.254703,2.368556,0.005111
are innate,are,innate,7,41040,114,0.73339,3.254703,2.368556,0.005111
was excavated,was,excavated,6,35888,58,0.326287,4.200749,2.316284,0.005111
derive their,derive,their,6,112,18599,0.326535,4.199652,2.316182,0.005109
aid our,aid,our,6,525,3970,0.326717,4.198847,2.316108,0.005108
transferred through,transferred,through,6,311,6703,0.326778,4.198582,2.316083,0.005107
that underpin,that,underpin,6,77225,27,0.326847,4.198276,2.316055,0.005107
improbable that,improbable,that,6,27,77225,0.326847,4.198276,2.316055,0.005107
that ios,that,ios,6,77225,27,0.326847,4.198276,2.316055,0.005107
london book,london,book,6,1775,1175,0.326933,4.197896,2.31602,0.005106
at collecting,at,collecting,6,21726,96,0.326944,4.197846,2.316015,0.005106
supply function,supply,function,6,982,2125,0.327109,4.197118,2.315948,0.005105
data referred,data,referred,6,4303,485,0.327141,4.196976,2.315935,0.005105
in 1881,in,1881,6,139145,15,0.327176,4.196824,2.315921,0.005105
in mj97,in,mj97,6,139145,15,0.327176,4.196824,2.315921,0.005105
under construction,under,construction,6,3099,674,0.327419,4.195752,2.315821,0.005103
he faces,he,faces,6,10554,198,0.327571,4.195085,2.31576,0.005102
over womens,over,womens,7,5590,838,0.734308,3.252897,2.368209,0.005101
are homogeneous,are,homogeneous,6,41040,51,0.328095,4.192775,2.315545,0.005098
axes are,axes,are,6,51,41040,0.328095,4.192775,2.315545,0.005098
presentations are,presentations,are,6,51,41040,0.328095,4.192775,2.315545,0.005098
distress or,distress,or,6,97,21582,0.32816,4.19249,2.315519,0.005098
often seems,often,seems,10,3378,2246,1.189301,3.071814,2.786188,0.005097
margins on,margins,on,7,130,36051,0.734655,3.252217,2.368078,0.005097
various theories,various,theories,6,1857,1128,0.328355,4.191634,2.315439,0.005096
separately but,separately,but,6,143,14650,0.328395,4.19146,2.315423,0.005096
least 3,least,3,7,1278,3668,0.734823,3.251886,2.368014,0.005095
both films,both,films,6,7033,298,0.328533,4.190851,2.315367,0.005095
general scientific,general,scientific,6,2418,867,0.328623,4.190457,2.31533,0.005094
debatable as,debatable,as,7,71,66042,0.735023,3.251493,2.367939,0.005093
detriment as,detriment,as,7,71,66042,0.735023,3.251493,2.367939,0.005093
ideas put,ideas,put,6,1607,1306,0.328989,4.188851,2.31518,0.005092
fading is,fading,is,8,55,107360,0.925609,3.111525,2.501175,0.005091
treated by,treated,by,23,465,38073,2.775189,3.050976,4.217165,0.005090
current condition,current,condition,6,2063,1018,0.329207,4.187894,2.315091,0.005090
individual relationships,individual,relationships,6,2786,754,0.329287,4.187544,2.315059,0.005090
were fitted,were,fitted,6,17515,120,0.329469,4.18675,2.314985,0.005089
after infection,after,infection,6,4494,468,0.329687,4.185795,2.314896,0.005087
is derived,is,derived,68,107360,489,8.229509,3.046657,7.248237,0.005085
other socioeconomic,other,socioeconomic,6,11378,185,0.329959,4.184603,2.314784,0.005085
between mens,between,mens,6,10907,193,0.329978,4.18452,2.314777,0.005085
theory argues,theory,argues,7,4154,1130,0.735813,3.249944,2.36764,0.005084
must conclude,must,conclude,6,4679,450,0.330056,4.184178,2.314745,0.005084
reflect those,reflect,those,6,484,4353,0.33026,4.183286,2.314661,0.005083
center of,center,of,23,73,242534,2.775352,3.050891,4.217131,0.005082
up your,up,your,7,5131,915,0.735946,3.249684,2.36759,0.005082
no improvement,no,improvement,7,8943,525,0.735978,3.24962,2.367578,0.005082
still apply,still,apply,6,3367,626,0.3304,4.182677,2.314605,0.005082
unclear however,unclear,however,6,173,12190,0.330577,4.181905,2.314532,0.005081
involves both,involves,both,7,668,7033,0.736444,3.248708,2.367402,0.005077
physical differences,physical,differences,6,1470,1437,0.331129,4.179499,2.314307,0.005077
showing what,showing,what,7,702,6693,0.736513,3.248572,2.367376,0.005076
current view,current,view,7,2063,2278,0.736674,3.248256,2.367315,0.005074
traditional economic,traditional,economic,7,1289,3646,0.736702,3.248201,2.367304,0.005074
more reflective,more,reflective,6,17191,123,0.331458,4.178064,2.314172,0.005074
economic welfare,economic,welfare,6,3646,580,0.331488,4.177936,2.314161,0.005074
incomplete or,incomplete,or,6,98,21582,0.331543,4.177693,2.314138,0.005074
various features,various,features,6,1857,1140,0.331848,4.176368,2.314013,0.005072
seeing as,seeing,as,16,186,66042,1.925554,3.054726,3.518611,0.005071
very real,very,real,12,5807,1579,1.43733,3.061571,3.04918,0.005071
not afraid,not,afraid,6,29845,71,0.332164,4.174995,2.313884,0.005070
many options,many,options,6,6858,309,0.332184,4.174909,2.313876,0.005069
methods allow,methods,allow,6,1775,1194,0.33222,4.174753,2.313862,0.005069
in athens,in,athens,62,139145,344,7.503236,3.046683,6.921096,0.005068
their behalf,their,behalf,6,18599,114,0.332366,4.174116,2.313802,0.005068
uk competition,uk,competition,6,1971,1076,0.332446,4.173769,2.313769,0.005068
are paying,are,paying,8,41040,144,0.926387,3.110313,2.5009,0.005067
significant numbers,significant,numbers,6,2571,825,0.33249,4.17358,2.313751,0.005067
has aided,has,aided,6,19642,108,0.332531,4.173402,2.313735,0.005067
gain from,gain,from,40,1116,27649,4.83689,3.047848,5.559776,0.005065
site makes,site,makes,6,1486,1429,0.332869,4.171935,2.313596,0.005065
blood culture,blood,culture,6,943,2252,0.332891,4.171839,2.313587,0.005064
field studies,field,studies,6,1372,1548,0.332926,4.171689,2.313573,0.005064
both quantitative,both,quantitative,6,7033,302,0.332943,4.171615,2.313566,0.005064
this categorisation,this,categorisation,6,53108,40,0.332999,4.171374,2.313544,0.005064
their interpretations,their,interpretations,7,18599,253,0.73762,3.246405,2.366957,0.005063
only true,only,true,20,10142,1517,2.411747,3.05185,3.932853,0.005062
defendant may,defendant,may,6,196,10856,0.33354,4.169029,2.313322,0.005060
european revolution,european,revolution,6,1974,1078,0.333571,4.168896,2.31331,0.005060
a spouse,a,spouse,7,127246,37,0.73802,3.245622,2.366806,0.005059
a miracle,a,miracle,7,127246,37,0.73802,3.245622,2.366806,0.005059
a readership,a,readership,7,127246,37,0.73802,3.245622,2.366806,0.005059
a beneficiary,a,beneficiary,7,127246,37,0.73802,3.245622,2.366806,0.005059
opened its,opened,its,6,174,12235,0.333715,4.168274,2.313251,0.005059
its empty,its,empty,6,12235,174,0.333715,4.168274,2.313251,0.005059
had successfully,had,successfully,7,9250,509,0.738044,3.245577,2.366797,0.005058
germany had,germany,had,7,509,9250,0.738044,3.245577,2.366797,0.005058
asia had,asia,had,7,509,9250,0.738044,3.245577,2.366797,0.005058
from beneš,from,beneš,6,27649,77,0.333728,4.168218,2.313246,0.005058
anger at,anger,at,6,98,21726,0.333755,4.168099,2.313235,0.005058
on citizen,on,citizen,8,36051,164,0.926795,3.109678,2.500756,0.005055
direct forms,direct,forms,6,1426,1495,0.334182,4.166256,2.31306,0.005055
he emphasises,he,emphasises,6,10554,202,0.334188,4.16623,2.313058,0.005055
possible link,possible,link,6,3807,560,0.33419,4.166222,2.313057,0.005055
chickens have,chickens,have,6,86,24793,0.334234,4.166034,2.313039,0.005055
that combines,that,combines,7,77225,61,0.738432,3.244819,2.36665,0.005054
life situations,life,situations,6,3498,610,0.334482,4.164964,2.312938,0.005053
global legal,global,legal,6,1524,1402,0.334931,4.163026,2.312755,0.005050
with acute,with,acute,12,39877,230,1.437715,3.061185,3.049069,0.005048
selling through,selling,through,6,319,6703,0.335183,4.16194,2.312652,0.005048
head 2004,head,2004,6,683,3131,0.335217,4.161794,2.312638,0.005048
political consequences,political,consequences,6,3752,570,0.335243,4.161682,2.312627,0.005048
cast their,cast,their,6,115,18599,0.335282,4.161516,2.312612,0.005048
terror but,terror,but,6,146,14650,0.335284,4.161506,2.312611,0.005048
project will,project,will,60,2648,17495,7.26197,3.04653,6.80845,0.005045
2005 compared,2005,compared,7,2843,1659,0.739343,3.24304,2.366306,0.005043
remains high,remains,high,7,1038,4544,0.739364,3.242998,2.366298,0.005043
looks very,looks,very,6,369,5807,0.335893,4.15889,2.312362,0.005043
selling them,selling,them,6,319,6724,0.336233,4.157427,2.312223,0.005041
key reasons,key,reasons,6,1702,1261,0.336432,4.156576,2.312142,0.005039
1999 5,1999,5,7,2160,2185,0.739823,3.242103,2.366125,0.005038
analyse data,analyse,data,6,499,4303,0.336585,4.155921,2.31208,0.005038
oximetry is,oximetry,is,6,20,107360,0.336585,4.155919,2.312079,0.005038
be mutated,be,mutated,6,56510,38,0.336613,4.155798,2.312068,0.005038
be exhaustive,be,exhaustive,6,56510,38,0.336613,4.155798,2.312068,0.005038
some individuals,some,individuals,19,8043,1817,2.290844,3.052048,3.833343,0.005035
same space,same,space,7,4867,970,0.740041,3.241678,2.366042,0.005035
allocated by,allocated,by,7,124,38073,0.74005,3.241659,2.366039,0.005035
increasingly large,increasingly,large,6,739,2911,0.337217,4.153214,2.311822,0.005034
london home,london,home,6,1775,1212,0.337228,4.153167,2.311817,0.005034
with shortness,with,shortness,6,39877,54,0.337551,4.151787,2.311685,0.005032
obviously there,obviously,there,9,421,16114,1.063428,3.081203,2.645524,0.005031
after 8,after,8,7,4494,1051,0.740386,3.241005,2.365912,0.005031
is immersed,is,immersed,7,107360,44,0.740487,3.240808,2.365873,0.005030
parallelism is,parallelism,is,7,44,107360,0.740487,3.240808,2.365873,0.005030
is inseparable,is,inseparable,7,107360,44,0.740487,3.240808,2.365873,0.005030
can handle,can,handle,6,22213,97,0.337755,4.150914,2.311602,0.005030
12 ibid,12,ibid,6,956,2254,0.33778,4.150805,2.311592,0.005030
hospitality market,hospitality,market,6,491,4389,0.337808,4.150688,2.31158,0.005030
true for,true,for,106,1517,53993,12.839425,3.045412,9.048555,0.005029
value chain,value,chain,6,4146,520,0.337952,4.150072,2.311521,0.005029
something she,something,she,8,1279,4627,0.927668,3.108319,2.500447,0.005028
when read,when,read,10,10866,699,1.19061,3.070228,2.785774,0.005027
analogue or,analogue,or,6,100,21582,0.33831,4.148547,2.311375,0.005026
not changed,not,changed,30,29845,775,3.625733,3.048618,4.81526,0.005025
lower income,lower,income,6,1990,1085,0.338458,4.147912,2.311315,0.005025
act 1993,act,1993,6,2098,1030,0.338739,4.146716,2.3112,0.005023
th second,th,second,6,930,2324,0.338799,4.146463,2.311176,0.005023
ascertained that,ascertained,that,6,28,77225,0.338952,4.145809,2.311113,0.005022
might improve,might,improve,6,2118,1021,0.33898,4.14569,2.311102,0.005021
theoretical analysis,theoretical,analysis,6,648,3338,0.339066,4.145326,2.311067,0.005021
a milder,a,milder,6,127246,17,0.33909,4.14522,2.311057,0.005021
a biologist,a,biologist,6,127246,17,0.33909,4.14522,2.311057,0.005021
a slim,a,slim,6,127246,17,0.33909,4.14522,2.311057,0.005021
a qualifying,a,qualifying,6,127246,17,0.33909,4.14522,2.311057,0.005021
during exercise,during,exercise,6,3986,543,0.339281,4.14441,2.310979,0.005019
these powers,these,powers,8,13011,455,0.927993,3.107814,2.500332,0.005018
in ascending,in,ascending,7,139145,34,0.741599,3.238644,2.365453,0.005017
encapsulated in,encapsulated,in,7,34,139145,0.741599,3.238644,2.365453,0.005017
in sparta,in,sparta,7,139145,34,0.741599,3.238644,2.365453,0.005017
increased frequency,increased,frequency,6,2426,893,0.339598,4.143064,2.31085,0.005017
engineer is,engineer,is,14,100,107360,1.682926,3.056383,3.291876,0.005014
myth or,myth,or,10,352,21582,1.19085,3.069937,2.785698,0.005014
similar structures,similar,structures,6,2497,869,0.340142,4.140751,2.310627,0.005013
meaning relations,meaning,relations,6,1668,1301,0.34017,4.140635,2.310616,0.005013
has outlined,has,outlined,7,19642,241,0.742037,3.237793,2.365288,0.005012
history pp,history,pp,6,2476,877,0.340387,4.139715,2.310527,0.005012
an evening,an,evening,6,27148,80,0.340448,4.139458,2.310503,0.005011
these topics,these,topics,6,13011,167,0.340604,4.138795,2.310439,0.005010
are packaged,are,packaged,6,41040,53,0.340962,4.13728,2.310293,0.005008
switches are,switches,are,6,53,41040,0.340962,4.13728,2.310293,0.005008
forces due,forces,due,7,882,5370,0.742447,3.236995,2.365133,0.005007
talk with,talk,with,20,386,39877,2.412861,3.051183,3.932604,0.005006
the eec,the,eec,12,458820,20,1.43845,3.060447,3.048857,0.005004
bayly the,bayly,the,12,20,458820,1.43845,3.060447,3.048857,0.005004
social contact,social,contact,7,6473,732,0.742744,3.236418,2.36502,0.005004
home again,home,again,6,1212,1797,0.341408,4.135395,2.310111,0.005004
longer available,longer,available,6,1204,1809,0.341419,4.135348,2.310106,0.005004
successful strategy,successful,strategy,6,1321,1649,0.341465,4.135153,2.310087,0.005004
not compromised,not,compromised,6,29845,73,0.341521,4.134918,2.310065,0.005004
some languages,some,languages,6,8043,271,0.341672,4.134277,2.310003,0.005003
also differs,also,differs,6,16522,132,0.341869,4.133449,2.309923,0.005001
of designations,of,designations,6,242534,9,0.342167,4.132191,2.309801,0.004999
gallons of,gallons,of,6,9,242534,0.342167,4.132191,2.309801,0.004999
acidification of,acidification,of,6,9,242534,0.342167,4.132191,2.309801,0.004999
of otherness,of,otherness,6,242534,9,0.342167,4.132191,2.309801,0.004999
subdivision of,subdivision,of,6,9,242534,0.342167,4.132191,2.309801,0.004999
reorientation of,reorientation,of,6,9,242534,0.342167,4.132191,2.309801,0.004999
of udolpho,of,udolpho,6,242534,9,0.342167,4.132191,2.309801,0.004999
usurpation of,usurpation,of,6,9,242534,0.342167,4.132191,2.309801,0.004999
furtherance of,furtherance,of,6,9,242534,0.342167,4.132191,2.309801,0.004999
of retirees,of,retirees,6,242534,9,0.342167,4.132191,2.309801,0.004999
other explanations,other,explanations,6,11378,192,0.342444,4.131022,2.309688,0.004997
reaction conditions,reaction,conditions,6,1178,1855,0.34254,4.130617,2.309648,0.004996
their targets,their,targets,7,18599,255,0.743451,3.235045,2.364753,0.004995
reverted to,reverted,to,6,12,182356,0.343023,4.128583,2.309451,0.004993
to restart,to,restart,6,182356,12,0.343023,4.128583,2.309451,0.004993
to vibrate,to,vibrate,6,182356,12,0.343023,4.128583,2.309451,0.004993
relayed to,relayed,to,6,12,182356,0.343023,4.128583,2.309451,0.004993
to conceptualise,to,conceptualise,6,182356,12,0.343023,4.128583,2.309451,0.004993
medical problems,medical,problems,6,873,2507,0.343077,4.12836,2.309429,0.004993
pronouns were,pronouns,were,6,125,17515,0.343196,4.127856,2.30938,0.004992
not replace,not,replace,7,29845,159,0.74386,3.234252,2.364599,0.004991
only partial,only,partial,6,10142,216,0.3434,4.127002,2.309297,0.004990
domination of,domination,of,49,156,242534,5.930889,3.046462,6.15273,0.004989
ratios were,ratios,were,7,271,17515,0.74405,3.233884,2.364527,0.004988
different direction,different,direction,7,7511,632,0.74411,3.233766,2.364504,0.004988
vegetarians and,vegetarians,and,6,12,182754,0.343772,4.125438,2.309145,0.004988
dexterity and,dexterity,and,6,12,182754,0.343772,4.125438,2.309145,0.004988
tindall and,tindall,and,6,12,182754,0.343772,4.125438,2.309145,0.004988
elegance and,elegance,and,6,12,182754,0.343772,4.125438,2.309145,0.004988
and garrard,and,garrard,6,182754,12,0.343772,4.125438,2.309145,0.004988
and portc,and,portc,6,182754,12,0.343772,4.125438,2.309145,0.004988
and humphrey,and,humphrey,6,182754,12,0.343772,4.125438,2.309145,0.004988
rex and,rex,and,6,12,182754,0.343772,4.125438,2.309145,0.004988
and turnbull,and,turnbull,6,182754,12,0.343772,4.125438,2.309145,0.004988
and vudu,and,vudu,6,182754,12,0.343772,4.125438,2.309145,0.004988
friendships with,friendships,with,6,55,39877,0.343801,4.125315,2.309133,0.004987
stress upon,stress,upon,6,905,2424,0.343877,4.124996,2.309102,0.004987
methods described,methods,described,6,1775,1236,0.343906,4.124878,2.309091,0.004987
environmental action,environmental,action,6,1367,1606,0.344141,4.12389,2.308995,0.004985
becomes necessary,becomes,necessary,6,1171,1875,0.344176,4.123744,2.30898,0.004985
traditional concept,traditional,concept,6,1289,1704,0.344306,4.123198,2.308927,0.004984
also predicted,also,predicted,9,16522,411,1.064454,3.079811,2.645182,0.004983
term effect,term,effect,7,1630,2914,0.74456,3.232895,2.364334,0.004982
regression using,regression,using,6,423,5198,0.344667,4.121689,2.30878,0.004981
these letters,these,letters,6,13011,169,0.344683,4.12162,2.308773,0.004981
population increases,population,increases,6,2012,1093,0.344723,4.121452,2.308757,0.004981
of multicollinearity,of,multicollinearity,9,242534,28,1.064518,3.079724,2.645161,0.004980
of adhesion,of,adhesion,9,242534,28,1.064518,3.079724,2.645161,0.004980
of salomon,of,salomon,9,242534,28,1.064518,3.079724,2.645161,0.004980
