word_pair,word1,word2,observed_freq,word1_freq,word2_freq,expected_freq,mutual_information,t_score,combined_score
cointegrating relationship,cointegrating,relationship,9,25,2286,0.008959,9.972441,2.997014,0.016389
harmonic frequency,harmonic,frequency,9,64,893,0.008959,9.97239,2.997014,0.016389
they worked,they,worked,13,17845,392,1.096542,3.567479,3.301425,0.016388
90 degrees,90,degrees,9,241,240,0.009067,9.955126,2.996978,0.016388
sexual offences,sexual,offences,9,658,88,0.009077,9.953531,2.996974,0.016388
p muchlinski,p,muchlinski,9,5794,10,0.009082,9.952634,2.996973,0.016388
l treasure,l,treasure,9,893,65,0.009099,9.950022,2.996967,0.016387
female athletes,female,athletes,9,1295,45,0.009135,9.944317,2.996955,0.016387
colonial elites,colonial,elites,9,261,225,0.009205,9.933219,2.996932,0.016386
cell lineage,cell,lineage,9,1176,50,0.009217,9.931378,2.996928,0.016386
of ddt,of,ddt,28,242534,79,3.003463,3.220728,4.723901,0.016385
plc over,plc,over,10,385,5590,0.337361,4.889562,3.055595,0.016385
development projects,development,projects,10,3971,542,0.337382,4.889474,3.055588,0.016385
patient was,patient,was,46,898,35888,5.051823,3.186758,6.037479,0.016384
can depend,can,depend,13,22213,315,1.096833,3.567096,3.301345,0.016384
by demonstrating,by,demonstrating,12,38073,150,0.895222,3.744645,3.205673,0.016384
opinions about,opinions,about,10,340,6335,0.337635,4.88839,3.055508,0.016383
could imply,could,imply,10,9051,238,0.337673,4.88823,3.055496,0.016383
visual stimuli,visual,stimuli,9,463,130,0.009435,9.89767,2.996855,0.016383
trajectory of,trajectory,of,16,41,242534,1.558759,3.359602,3.61031,0.016382
follow his,follow,his,15,752,12036,1.418805,3.402215,3.50665,0.016382
becomes difficult,becomes,difficult,10,1171,1840,0.337751,4.887894,3.055471,0.016382
archaeological contexts,archaeological,contexts,9,267,227,0.009501,9.887662,2.996833,0.016382
race prejudice,race,prejudice,9,489,124,0.009505,9.887019,2.996832,0.016382
bell curve,bell,curve,9,109,559,0.009551,9.880018,2.996816,0.016382
two words,two,words,22,7953,1849,2.305104,3.2546,4.198966,0.016381
a bonus,a,bonus,13,127246,55,1.097057,3.566801,3.301282,0.016381
loves last,loves,last,9,42,1455,0.009579,9.875786,2.996807,0.016381
edition pearson,edition,pearson,9,507,121,0.009616,9.870201,2.996795,0.016381
second hand,second,hand,11,2324,1773,0.645903,4.090042,3.121878,0.016380
such things,such,things,19,12217,1015,1.943807,3.289042,3.912959,0.016379
binary tree,binary,tree,9,193,323,0.009772,9.847059,2.996743,0.016379
turbulent flows,turbulent,flows,9,249,251,0.009797,9.843361,2.996734,0.016378
crystalline structures,crystalline,structures,9,72,869,0.009808,9.841769,2.996731,0.016378
without compromising,without,compromising,9,2846,22,0.009815,9.840755,2.996728,0.016378
protein kinase,protein,kinase,9,1161,54,0.009828,9.838867,2.996724,0.016378
5ml of,5ml,of,11,17,242534,0.646315,4.089123,3.121754,0.016377
miscarriages of,miscarriages,of,11,17,242534,0.646315,4.089123,3.121754,0.016377
liquid crystals,liquid,crystals,9,378,167,0.009895,9.82896,2.996702,0.016377
major contributor,major,contributor,9,1711,37,0.009924,9.824829,2.996692,0.016377
adversely affect,adversely,affect,9,49,1293,0.009932,9.82369,2.996689,0.016377
byrne v,byrne,v,9,34,1864,0.009935,9.823257,2.996688,0.016377
standing waves,standing,waves,9,263,241,0.009936,9.823098,2.996688,0.016377
hawthorne studies,hawthorne,studies,9,41,1548,0.009949,9.821165,2.996684,0.016377
cooling losses,cooling,losses,9,223,285,0.009963,9.819188,2.996679,0.016376
perry et,perry,et,9,18,3545,0.010003,9.813411,2.996666,0.016376
be compromised,be,compromised,11,56510,73,0.646652,4.08837,3.121652,0.016374
born out,born,out,10,345,6266,0.338869,4.883128,3.055118,0.016374
baddeley 1999,baddeley,1999,9,30,2160,0.010158,9.7912,2.996614,0.016374
five freedoms,five,freedoms,9,953,68,0.010158,9.791111,2.996614,0.016374
physically identical,physically,identical,9,211,308,0.010187,9.787021,2.996604,0.016374
great potential,great,potential,11,2103,1962,0.646786,4.088071,3.121611,0.016373
reviewing court,reviewing,court,9,67,972,0.010209,9.784005,2.996597,0.016373
home sickness,home,sickness,9,1212,54,0.010259,9.776845,2.99658,0.016373
a parabolic,a,parabolic,10,127246,17,0.33909,4.882186,3.055048,0.016372
d jordan,d,jordan,9,1120,59,0.010358,9.76298,2.996547,0.016371
island penguin,island,penguin,9,286,234,0.010491,9.74467,2.996503,0.016370
spill over,spill,over,9,12,5590,0.010515,9.741311,2.996495,0.016370
launched in,launched,in,29,143,139145,3.119078,3.216862,4.805967,0.016369
conclusion there,conclusion,there,25,1052,16114,2.657306,3.233892,4.468539,0.016369
very active,very,active,11,5807,711,0.647208,4.08713,3.121484,0.016369
profit per,profit,per,10,1119,1936,0.339592,4.880052,3.054889,0.016369
easily identifiable,easily,identifiable,9,975,69,0.010546,9.737124,2.996485,0.016369
recipient strain,recipient,strain,9,114,591,0.010561,9.735002,2.99648,0.016369
local anaesthetic,local,anaesthetic,9,1989,34,0.010601,9.729616,2.996466,0.016368
amnesty website,amnesty,website,9,115,590,0.010636,9.724845,2.996455,0.016368
meyer 2000,meyer,2000,9,27,2523,0.010678,9.719094,2.996441,0.016368
rock art,rock,art,9,111,615,0.010701,9.716048,2.996433,0.016367
late mesolithic,late,mesolithic,9,712,96,0.010715,9.71421,2.996428,0.016367
abelian group,abelian,group,9,18,3807,0.010742,9.710543,2.996419,0.016367
wayfinding system,wayfinding,system,9,11,6237,0.010755,9.708838,2.996415,0.016367
my experiences,my,experiences,10,2999,723,0.339889,4.878792,3.054795,0.016366
formal experimentation,formal,experimentation,9,577,119,0.010763,9.707661,2.996412,0.016366
distinguishing feature,distinguishing,feature,9,103,667,0.010769,9.706863,2.99641,0.016366
contamination from,contamination,from,12,207,27649,0.897165,3.741517,3.205112,0.016365
potential future,potential,future,11,1962,2106,0.647709,4.086014,3.121333,0.016365
p granule,p,granule,9,5794,12,0.010899,9.6896,2.996367,0.016365
permanent settlement,permanent,settlement,9,251,280,0.011017,9.67408,2.996328,0.016363
aging population,aging,population,9,35,2012,0.011039,9.671209,2.99632,0.016363
zero tolerance,zero,tolerance,9,573,123,0.011048,9.670001,2.996317,0.016363
bright red,bright,red,9,115,613,0.01105,9.669673,2.996317,0.016363
capita gdp,capita,gdp,9,171,415,0.011124,9.660086,2.996292,0.016362
rotational speed,rotational,speed,9,74,967,0.011217,9.648081,2.996261,0.016361
single strip,single,strip,9,1405,51,0.011232,9.646127,2.996256,0.016361
a lawyer,a,lawyer,12,127246,45,0.897592,3.74083,3.204989,0.016360
a clever,a,clever,12,127246,45,0.897592,3.74083,3.204989,0.016360
sodium ions,sodium,ions,9,271,265,0.011257,9.642909,2.996248,0.016360
hash function,hash,function,9,34,2125,0.011326,9.634196,2.996225,0.016360
rationale behind,rationale,behind,9,92,790,0.011393,9.625636,2.996202,0.016359
flux density,flux,density,9,148,492,0.011414,9.622939,2.996195,0.016359
experimental setup,experimental,setup,9,618,118,0.011431,9.6208,2.99619,0.016358
criminal injuries,criminal,injuries,9,709,103,0.011447,9.618764,2.996184,0.016358
reading frames,reading,frames,9,916,80,0.011487,9.613775,2.996171,0.016358
rather difficult,rather,difficult,12,3113,1840,0.897882,3.740364,3.204905,0.016357
experienced during,experienced,during,10,546,3986,0.341156,4.873426,3.054395,0.016357
marketing segmentation,marketing,segmentation,9,1081,68,0.011523,9.609293,2.996159,0.016357
his native,his,native,12,12036,476,0.898073,3.740058,3.20485,0.016356
financial loss,financial,loss,10,1651,1319,0.341361,4.872556,3.05433,0.016356
gears program,gears,program,9,63,1175,0.011604,9.599181,2.996132,0.016356
afroamerican male,afroamerican,male,9,59,1261,0.011662,9.591911,2.996113,0.016356
original sin,original,sin,9,898,83,0.011684,9.589295,2.996105,0.016355
york palgrave,york,palgrave,9,740,101,0.011716,9.585313,2.996095,0.016355
spo2 level,spo2,level,9,20,3770,0.011819,9.572629,2.99606,0.016354
tesco plc,tesco,plc,9,196,385,0.011829,9.571482,2.996057,0.016354
feel uncomfortable,feel,uncomfortable,9,1326,57,0.011848,9.569151,2.996051,0.016353
finance director,finance,director,9,360,210,0.011851,9.568808,2.99605,0.016353
luthans 2000,luthans,2000,9,30,2523,0.011865,9.567091,2.996045,0.016353
this duality,this,duality,11,53108,78,0.649347,4.082369,3.120839,0.016352
extends beyond,extends,beyond,9,101,757,0.011985,9.552545,2.996005,0.016352
berridge 2003,berridge,2003,9,25,3065,0.012011,9.549379,2.995996,0.016351
25m 2,25m,2,9,14,5492,0.012053,9.544436,2.995982,0.016351
iii chapter,iii,chapter,9,204,377,0.012056,9.54406,2.995981,0.016351
hence it,hence,it,141,2054,49011,15.780347,3.159494,10.545397,0.016350
tabulated below,tabulated,below,9,46,1688,0.012172,9.530245,2.995943,0.016350
human immunodeficiency,human,immunodeficiency,9,3551,22,0.012246,9.521465,2.995918,0.016349
keane 2000,keane,2000,9,31,2523,0.01226,9.519786,2.995913,0.016349
barrett 2000,barrett,2000,9,31,2523,0.01226,9.519786,2.995913,0.016349
wers 2004,wers,2004,9,25,3131,0.01227,9.518642,2.99591,0.016348
will introduce,will,introduce,11,17495,237,0.649957,4.081015,3.120655,0.016347
lipid content,lipid,content,9,74,1066,0.012365,9.507461,2.995878,0.016347
polish agriculture,polish,agriculture,9,161,490,0.012366,9.507352,2.995878,0.016347
home range,home,range,10,1212,1804,0.342738,4.866752,3.053895,0.016346
gay science,gay,science,9,75,1058,0.012439,9.498964,2.995854,0.016346
drive shaft,drive,shaft,9,320,248,0.01244,9.498782,2.995853,0.016346
formative years,formative,years,9,25,3179,0.012458,9.496693,2.995847,0.016346
wiley 1997,wiley,1997,9,49,1624,0.012474,9.494861,2.995842,0.016346
essex 1995,essex,1995,9,56,1427,0.012527,9.488782,2.995824,0.016345
eating disorder,eating,disorder,9,349,229,0.012528,9.488619,2.995824,0.016345
employment tribunal,employment,tribunal,9,695,115,0.012529,9.488547,2.995824,0.016345
bigger picture,bigger,picture,9,139,578,0.012594,9.48104,2.995802,0.016345
not compatible,not,compatible,11,29845,139,0.650293,4.08027,3.120554,0.016344
would improve,would,improve,22,14413,1021,2.306761,3.253563,4.198613,0.016343
regarding how,regarding,how,12,911,6298,0.899381,3.737959,3.204473,0.016343
to colonise,to,colonise,10,182356,12,0.343023,4.865549,3.053804,0.016343
to withhold,to,withhold,10,182356,12,0.343023,4.865549,3.053804,0.016343
miles 1989,miles,1989,9,119,683,0.012741,9.464347,2.995753,0.016343
neglected by,neglected,by,11,109,38073,0.650528,4.079748,3.120483,0.016342
rarely used,rarely,used,10,247,8869,0.343395,4.863987,3.053687,0.016341
farm incomes,farm,incomes,9,978,84,0.012878,9.448898,2.995707,0.016341
2004 cited,2004,cited,11,3131,1326,0.650802,4.07914,3.1204,0.016340
factors leading,factors,leading,10,2631,833,0.343549,4.863341,3.053638,0.016340
make profit,make,profit,11,3711,1119,0.650944,4.078826,3.120358,0.016339
indefinite article,indefinite,article,9,75,1111,0.013062,9.428445,2.995646,0.016339
close relatives,close,relatives,9,951,88,0.013119,9.422173,2.995627,0.016339
and mollen,and,mollen,10,182754,12,0.343772,4.862404,3.053567,0.016338
and cluttonbrock,and,cluttonbrock,10,182754,12,0.343772,4.862404,3.053567,0.016338
legislative council,legislative,council,9,128,655,0.013142,9.419555,2.995619,0.016338
was aware,was,aware,37,35888,717,4.033583,3.197392,5.419646,0.016337
lymphadenopathy temperature,lymphadenopathy,temperature,9,52,1626,0.013254,9.407355,2.995582,0.016337
oxford concise,oxford,concise,9,1324,64,0.013283,9.404219,2.995572,0.016337
swedish left,swedish,left,9,55,1542,0.013294,9.40296,2.995569,0.016337
cohn et,cohn,et,9,24,3545,0.013337,9.398374,2.995554,0.016336
per 100000,per,100000,9,1936,44,0.013353,9.396612,2.995549,0.016336
equals zero,equals,zero,9,149,573,0.013383,9.393347,2.995539,0.016336
its creation,its,creation,13,12235,574,1.100876,3.561788,3.300223,0.016335
was hardly,was,hardly,12,35888,160,0.900102,3.736802,3.204265,0.016335
monetary system,monetary,system,10,352,6237,0.344145,4.860841,3.05345,0.016335
smith 1965,smith,1965,9,541,159,0.013484,9.382539,2.995505,0.016334
decreasing returns,decreasing,returns,9,240,359,0.013506,9.380176,2.995498,0.016334
science curriculum,science,curriculum,9,1058,82,0.013599,9.37023,2.995467,0.016333
normative commitment,normative,commitment,9,204,427,0.013655,9.364389,2.995448,0.016332
insurance co,insurance,co,9,206,425,0.013724,9.357087,2.995425,0.016332
2004 sally,2004,sally,9,3131,28,0.013742,9.355144,2.995419,0.016331
webb 2002,webb,2002,9,33,2662,0.01377,9.352217,2.99541,0.016331
one word,one,word,22,12957,1136,2.307307,3.253222,4.198496,0.016330
us turn,us,turn,11,3681,1130,0.652029,4.076424,3.120031,0.016330
ian working,ian,working,9,51,1733,0.013855,9.343425,2.995382,0.016330
as having,as,having,191,66042,2070,21.429553,3.155899,12.269687,0.016329
more convincing,more,convincing,10,17191,128,0.344932,4.857544,3.053201,0.016329
somatic cell,somatic,cell,9,76,1176,0.01401,9.327307,2.99533,0.016328
no murmurs,no,murmurs,9,8943,10,0.014019,9.326435,2.995327,0.016328
exploratory analysis,exploratory,analysis,9,27,3338,0.014128,9.315251,2.995291,0.016327
sheep meat,sheep,meat,9,213,424,0.014157,9.312276,2.995281,0.016327
defensible form,defensible,form,9,23,3955,0.014259,9.301882,2.995247,0.016326
our land,our,land,12,3970,1448,0.901118,3.735175,3.203971,0.016325
conditions under,conditions,under,12,1855,3099,0.901131,3.735153,3.203967,0.016325
terrorism association,terrorism,association,9,183,498,0.014286,9.299205,2.995238,0.016325
term servant,term,servant,9,1630,56,0.014309,9.296895,2.99523,0.016325
roman catholic,roman,catholic,9,639,144,0.014424,9.285309,2.995192,0.016324
nine months,nine,months,9,139,664,0.014468,9.280926,2.995177,0.016323
gould 2002,gould,2002,9,35,2662,0.014605,9.267329,2.995132,0.016322
lag phase,lag,phase,9,91,1029,0.014678,9.260084,2.995107,0.016321
christian morality,christian,morality,9,228,411,0.014689,9.259022,2.995104,0.016321
were divided,were,divided,16,17515,569,1.56223,3.356393,3.609443,0.016319
assemblage e,assemblage,e,9,107,888,0.014894,9.239024,2.995035,0.016319
2003 suggests,2003,suggests,12,3065,1877,0.901815,3.73406,3.20377,0.016318
v baldwin,v,baldwin,9,1864,51,0.014902,9.238295,2.995033,0.016318
storage facilities,storage,facilities,9,325,294,0.014978,9.230938,2.995007,0.016318
mental imagery,mental,imagery,9,678,141,0.014986,9.230214,2.995005,0.016318
temperature increase,temperature,increase,12,1626,3539,0.902036,3.733706,3.203706,0.016316
motivations structures,motivations,structures,9,111,869,0.01512,9.217278,2.99496,0.016316
poor appetite,poor,appetite,9,1210,80,0.015174,9.212187,2.994942,0.016315
principle of,principle,of,326,965,242534,36.687869,3.151497,16.023517,0.016314
been determined,been,determined,18,12665,918,1.822512,3.303997,3.81307,0.016314
augustus was,augustus,was,13,196,35888,1.102625,3.559497,3.299738,0.016314
stevenson r,stevenson,r,9,60,1624,0.015274,9.20268,2.994909,0.016314
nuclear magnetic,nuclear,magnetic,9,348,282,0.015383,9.192412,2.994872,0.016313
across national,across,national,10,1180,1878,0.347376,4.847357,3.052428,0.016312
rebel against,rebel,against,9,35,2818,0.015461,9.185167,2.994846,0.016312
same day,same,day,12,4867,1183,0.902545,3.732892,3.203559,0.016311
in 1934,in,1934,11,139145,30,0.654352,4.071293,3.11933,0.016311
draw any,draw,any,10,364,6090,0.347489,4.846888,3.052392,0.016311
representatives from,representatives,from,11,151,27649,0.654454,4.071069,3.1193,0.016310
high fat,high,fat,10,4544,488,0.347601,4.846425,3.052357,0.016310
waiting list,waiting,list,9,145,690,0.015683,9.164545,2.994772,0.016310
private conversations,private,conversations,9,993,101,0.015721,9.161045,2.99476,0.016309
martin 1984,martin,1984,9,250,402,0.015754,9.15807,2.994749,0.016309
young couples,young,couples,9,860,117,0.015773,9.156349,2.994742,0.016309
asia minor,asia,minor,9,509,199,0.015878,9.14676,2.994707,0.016308
slaves who,slaves,who,10,319,6959,0.347985,4.844833,3.052235,0.016307
head noun,head,noun,9,683,149,0.015953,9.139996,2.994682,0.016307
slope coefficient,slope,coefficient,9,224,455,0.015977,9.137829,2.994674,0.016307
sir john,sir,john,9,145,704,0.016002,9.135566,2.994666,0.016306
ridge v,ridge,v,9,55,1864,0.016071,9.129361,2.994643,0.016306
li 2001,li,2001,9,38,2708,0.016131,9.123967,2.994623,0.016305
ethnographic studies,ethnographic,studies,9,67,1548,0.016258,9.112627,2.994581,0.016304
undergo a,undergo,a,17,85,127246,1.695452,3.325793,3.711898,0.016303
media representations,media,representations,9,775,134,0.016279,9.110765,2.994574,0.016303
dworkins theory,dworkins,theory,9,25,4154,0.016279,9.110765,2.994574,0.016303
sort out,sort,out,10,355,6266,0.348691,4.841905,3.052012,0.016302
net debt,net,debt,9,369,284,0.016427,9.097682,2.994524,0.016302
whether you,whether,you,13,3022,2330,1.103756,3.558019,3.299425,0.016300
an interaction,an,interaction,34,27148,868,3.693857,3.202335,5.197461,0.016299
flew over,flew,over,9,19,5590,0.016649,9.078346,2.99445,0.016299
first day,first,day,13,5953,1183,1.103934,3.557786,3.299375,0.016298
heated debate,heated,debate,9,144,743,0.016772,9.067763,2.994409,0.016298
third stanza,third,stanza,9,1086,99,0.016853,9.060741,2.994382,0.016297
double escape,double,escape,9,408,265,0.016948,9.052633,2.994351,0.016296
transport chains,transport,chains,9,572,190,0.017036,9.045179,2.994321,0.016295
turner 1996,turner,1996,9,82,1331,0.017109,9.03906,2.994297,0.016294
following discussion,following,discussion,10,2773,805,0.34992,4.836833,3.051623,0.016293
become accustomed,become,accustomed,9,2389,46,0.017226,9.029153,2.994258,0.016293
wang et,wang,et,9,31,3545,0.017227,9.02914,2.994258,0.016293
